order_token,order_time,customer_token,merchant_token,merchant_category,merchant_category_desc,payment_type,email_host,customer_age,order_amount,days_to_card_expire,customer_postcode,customer_region,default_flag
774KQ0UPW5C,2021-06-20 09:39:57.000000,379DDKMCT58FK,5KDTI441G,5712,Home & Garden,card-credit,gmail.com,45,82.95,1172,IT-890,Calabria,0
E305KPVDRR6Q,2021-06-12 13:21:27.000000,71F7D3KMCTIE2C,5KHZ389YT,5699,Fashion,card-credit,libero.it,36,103.9,810,IT-201,Lombardia,0
745EKO5HV2LD,2021-05-01 11:06:34.000000,228881KMCTK3UB,2KLQIR7TF,5691,Fashion,card-prepaid,gmail.com,39,117,304,IT-240,Lombardia,0
4245KPAW47DI,2021-05-31 09:01:56.000000,76308DKMYT12CO,5KFE1ZTQL,5631,Other,card-prepaid,gmail.com,44,71,459,IT-220,Lombardia,0
7264KP3V4DLT,2021-05-27 11:13:16.000000,D3579DKMCTM77I,FKFSEJEE3,5977,Beauty,card-prepaid,hotmail.it,30,121.75,433,IT-870,Calabria,0
71DEKOG9DVOT,2021-05-11 22:03:32.000000,211KO79Y0YH,0KDTI44BI,5912,Health,card-debit,gmail.com,53,61.49,1758,IT-310,Veneto,0
F21BKOGUXAZW,2021-05-12 08:46:08.000000,36D32AKNUU4FVX,4KE8MAWV4,5661,Shoes & Accessories,card-prepaid,gmail.com,19,52.99,1241,IT-800,Campania,0
F277KQ6IM6XL,2021-06-23 09:17:21.000000,B2B983KMCTKLQR,FKG6MM2YE,5941,Sport,card-credit,alice.it,45,115.9,984,IT-350,Veneto,0
24C4KOVHLYCF,2021-05-16 14:46:26.000000,66D24BKNUR1DDE,9KMD7ML0E,5661,Shoes & Accessories,card-debit,gmail.com,43,37.2,926,IT-200,Lombardia,0
D158KOIYKO91,2021-05-12 16:45:23.000000,21A845KMCTHJFY,CKDTI447S,5661,Shoes & Accessories,card-prepaid,libero.it,30,85,752,IT-901,Sicilia,0
718DKPJNIIJX,2021-06-07 09:39:25.000000,24761AKMCTP9TM,2KDTI4499,5691,Fashion,card-debit,gmail.com,28,46.85,210,IT-641,Abruzzo,0
F274KOD65KXI,2021-05-05 17:16:10.000000,8E000KMCT6MJX,DKG6D6206,5691,Shoes & Accessories,card-prepaid,hotmail.it,27,86,878,IT-260,Lombardia,0
825CKPDWG6EZ,2021-06-02 09:56:45.000000,B56EDAKLUX53ZS,BKFMMJF7L,5912,Health,card-credit,hotmail.com,35,97.75,944,IT-001,Lazio,0
D264KOIH00KM,2021-05-08 09:22:19.000000,4914CKMCT5HH9,FKFSEJEE3,5977,Beauty,card-debit,hotmail.it,26,50,721,IT-950,Sicilia,0
F232KPGQ62L1,2021-06-01 12:09:36.000000,54A10EKKISO8K9,1KEV9BVAD,5941,Sport,card-credit,gmail.com,37,207.96,1704,IT-191,Liguria,0
7438KQIKHT18,2021-06-29 22:35:40.000000,35A602KM6NWING,FKLJNZY6H,5691,Fashion,card-prepaid,libero.it,42,283,1737,IT-881,Calabria,0
3107KPQXSH02,2021-06-08 11:53:36.000000,C19ED4KMCTHHKU,EKDTI445J,5691,Shoes & Accessories,card-prepaid,yahoo.it,33,189.5,1756,IT-660,Abruzzo,0
947KQIGT2RB,2021-06-28 22:37:59.000000,C2143AKMCTIQTM,BKDTI4407,5621,Shoes & Accessories,card-prepaid,yahoo.it,45,107,1313,IT-650,Abruzzo,0
B2F3KOT0AA04,2021-05-19 18:07:19.000000,CEKOT0BC39,0KHQJWDX5,5691,Shoes & Accessories,card-debit,yahoo.it,45,253,288,IT-000,Lazio,0
C25CKQ82TMD8,2021-06-19 16:13:16.000000,94F928KL2JMQMT,BKFMMJF7L,5912,Health,card-prepaid,gmail.com,30,39.84,1258,IT-070,Sardegna,0
B165KOA2V9J0,2021-05-05 15:02:44.000000,261284KMT6DWNZ,0KDTI4485,5995,Other,card-credit,gmail.com,47,48.25,273,IT-700,Puglia,0
B305KPTS6WGM,2021-06-09 14:59:17.000000,3C6F3KMCT6BY0,5KHZ389YT,5699,Fashion,card-credit,gmail.com,47,4.94,354,IT-560,Toscana,0
1EBKPWU7ZJ3,2021-06-16 15:53:45.000000,D3F194KMCTNTQ2,8KDTI444R,5661,Shoes & Accessories,card-prepaid,gmail.com,24,148.6,566,IT-901,Sicilia,0
821AKOK8BMOH,2021-05-11 15:10:09.000000,52F4A7KMCTL6UK,6KE8INTVQ,5941,Sport,card-prepaid,gmail.com,48,72.9,1969,IT-651,Abruzzo,0
2305KP4IY7LT,2021-05-26 21:00:50.000000,12BKOMX1AQ8,5KHZ389YT,5699,Fashion,card-credit,gmail.com,39,93.7,859,IT-201,Lombardia,0
9264KQ5M6LPI,2021-06-23 18:53:20.000000,43C594KMCTNEKQ,FKFSEJEE3,5977,Beauty,card-debit,gmail.com,20,65.37,985,IT-200,Lombardia,0
5107KQ9A70AS,2021-06-24 07:35:43.000000,88667KMCT5AWQ,EKDTI445J,5691,Shoes & Accessories,card-prepaid,libero.it,44,92,1135,IT-291,Emilia-Romagna,0
C232KOZSZ6DL,2021-05-20 16:34:30.000000,A11C52KMCTDD65,1KEV9BVAD,5941,Sport,card-debit,hotmail.com,27,29.99,620,IT-890,Calabria,0
8250KOULFP2G,2021-05-18 20:15:01.000000,23A5FKMCT3VGV,AKFI6IX5R,5977,Beauty,card-prepaid,gmail.com,30,66.97,774,IT-001,Lazio,0
6D9KPCRZ6IB,2021-06-01 17:18:58.000000,964D1CKN4S8CYU,FKDTI4449,5944,Jewelry & Watches,card-prepaid,gmail.com,46,51.2,1250,IT-331,Friuli-Venezia Giulia,0
D21BKQBYSQBL,2021-06-22 06:09:29.000000,A44EFDKMCTOV4R,4KE8MAWV4,5661,Shoes & Accessories,card-debit,hotmail.it,37,42.23,310,IT-840,Campania,0
A125KPJL3UJZ,2021-06-02 08:57:44.000000,194KPJKPQFJ,EKDTI446D,5691,Fashion,card-prepaid,gmail.com,30,78,118,IT-000,Lazio,0
6243KPD2MHLI,2021-05-30 17:39:39.000000,83E44BKMCTNNHN,3KFDSYKRC,5977,Beauty,card-debit,gmail.com,28,45.95,519,IT-390,Trentino-Alto Adige,0
752KOOL6S68,2021-05-14 18:13:18.000000,E3552DKMCTM6Q6,5KDTI440I,5977,Beauty,card-credit,gmail.com,52,65.3,931,IT-200,Lombardia,0
844CKQBYK8SL,2021-06-22 07:28:25.000000,81DD6FKMCTI5MB,EKLM16HTU,5641,Mom & Baby,card-prepaid,hotmail.it,34,31.94,1164,IT-730,Puglia,0
F305KQFQ6EEP,2021-06-26 21:22:38.000000,F4BEBDKKPPC146,5KHZ389YT,5699,Fashion,card-debit,gmail.com,21,98.95,492,IT-201,Lombardia,0
C243KPQZKU8J,2021-06-10 12:26:48.000000,B561CAKLS29FS4,3KFDSYKRC,5977,Beauty,card-prepaid,gmail.com,31,6.48,1725,IT-920,Sicilia,0
9DBKPY9B3AJ,2021-06-14 19:13:53.000000,3A9KPY9BXEO,EKDTI444B,5999,Electronics,card-credit,gmail.com,46,310.9,777,IT-350,Veneto,0
2243KP6L92DL,2021-05-30 05:32:24.000000,05B751KMAIKA0B,3KFDSYKRC,5977,Beauty,card-prepaid,gmail.com,38,17.43,674,IT-740,Puglia,0
C2F8KOPUFOIX,2021-05-18 16:14:59.000000,E6E8F5KNZV15DW,7KHW7Y4TV,5977,Beauty,card-debit,gimail.com,37,20.09,1021,IT-600,Marche,0
E3D6KQCF255G,2021-06-24 12:08:51.000000,3BCKQCF2IEU,6KKY3Z6FY,5691,Home & Garden,card-credit,gmail.com,59,101,1011,IT-200,Lombardia,0
02CBKOJQOOP5,2021-05-11 05:57:45.000000,B1CE13KMCTHZIZ,BKHAMYQZ1,5999,Sport,card-debit,hotmail.it,29,20.99,1755,IT-208,Lombardia,0
A34BKPF3BBNL,2021-06-03 09:00:10.000000,0517B4KL9TP330,AKIYFWASK,5999,Home & Garden,card-prepaid,hotmail.com,43,38.4,759,IT-441,Emilia-Romagna,0
A264KQ2O6ZVV,2021-06-20 20:01:49.000000,E4DA07KKVN01D1,FKFSEJEE3,5977,Beauty,card-prepaid,gmail.com,26,72.57,1566,IT-478,Emilia-Romagna,0
A350KPSTHF9R,2021-06-12 19:41:39.000000,0551F0KLOCFBTE,FKIZYL6E6,8043,Fashion,card-credit,virgilio.it,41,28.9,508,IT-841,Campania,0
A21BKQ2FOIPS,2021-06-16 12:09:53.000000,D325CBKMCTLR5L,4KE8MAWV4,5661,Shoes & Accessories,card-prepaid,email.it,51,69,1079,IT-960,Sicilia,0
D5D7KQ885U6Q,2021-06-24 18:45:09.000000,208KQ8867YN,DKNR6SDZK,5699,Fashion,card-debit,gmail.com,18,22.99,1289,IT-551,Toscana,0
E86KQBGFS4S,2021-06-23 21:40:13.000000,94BF7BKKPTSE0Q,4KDTI441Y,5691,Fashion,card-prepaid,gmail.com,39,93,737,IT-040,Lazio,0
596KP2DQ1NH,2021-05-21 06:57:44.000000,25AKOZYJ0VH,AKDTI442E,8999,Other,card-prepaid,libero.it,31,57,1834,IT-001,Lazio,0
1264KP2PVUK9,2021-05-26 12:11:28.000000,254KP2PW35H,FKFSEJEE3,5977,Beauty,card-credit,gmail.com,26,23,830,IT-860,Molise,0
3124KOOHBYUL,2021-05-17 13:24:10.000000,D521F1KLCGF8ZQ,0KDTI446C,5691,Fashion,card-credit,hotmail.it,36,45.52,475,IT-801,Campania,0
940KPDZ3ICE,2021-06-03 11:58:02.000000,8A6ADKMCT5QXP,EKDTI4401,5912,Health,card-prepaid,gmail.com,41,38.38,1065,IT-560,Toscana,0
240KOVH3MJX,2021-05-22 11:43:14.000000,E15E99KMCTE9Z0,EKDTI4401,5912,Health,card-prepaid,gmail.com,40,55.47,1139,IT-101,Piemonte,0
B33CKOFRHUXF,2021-05-10 11:53:44.000000,237KOFRIML8,FKIRB0BJ3,5977,Sport,card-prepaid,fmail.com,31,81.8,1150,IT-100,Piemonte,0
D448KPTNJWGG,2021-06-12 13:43:22.000000,A46D3DKMCTP4RT,1KLL44TDD,8999,Other,card-debit,gmail.com,36,155.08,111,IT-210,Lombardia,0
7243KPZAAPKO,2021-06-13 09:57:33.000000,C2DF3FKMCTKZMJ,3KFDSYKRC,5977,Beauty,card-credit,alice.it,37,43.9,1903,IT-240,Lombardia,0
257KPLECVH9,2021-06-03 14:59:42.000000,41FFB2KMCTIIJI,8KDTI440N,5977,Beauty,card-prepaid,gmail.com,46,123.19,1121,IT-100,Piemonte,0
411EKPJXCNXP,2021-06-08 15:01:22.000000,742600KMCTOGCD,8KDTI4466,5691,Fashion,card-credit,gmail.com,48,139.27,909,IT-200,Lombardia,0
23F5KQ1B1AIK,2021-06-18 17:35:11.000000,06DF31KNXJRSW8,5KL7RYTLD,5944,Jewelry & Watches,card-prepaid,gmail.com,44,34,744,IT-701,Puglia,0
8438KQCSEDWT,2021-06-22 18:18:31.000000,B1FD25KMCTII1D,FKLJNZY6H,5691,Fashion,card-credit,gmail.com,58,51.6,980,IT-350,Veneto,0
32CAKPS515IL,2021-06-09 11:08:44.000000,A3CADKMCT45A2,8KHAMPLGD,5999,Home & Garden,card-debit,libero.it,48,56.6,965,IT-500,Toscana,0
6165KO69BID3,2021-05-04 19:40:21.000000,220BD2KMCTIKXQ,0KDTI4485,5995,Other,card-prepaid,hotmail.it,37,39.63,761,IT-161,Liguria,0
340AKOGRLR6D,2021-05-06 04:16:38.000000,C21F77KMCTIT1J,8KL9O9YLA,5912,Health,card-credit,libero.it,35,53.51,722,IT-501,Toscana,0
BECKOO788IC,2021-05-14 09:13:04.000000,72D29KMCT3SUX,0KDTI444S,5691,Fashion,card-credit,gmail.com,55,79.35,1053,IT-440,Emilia-Romagna,0
D52KOH39CSP,2021-05-11 13:32:38.000000,22211EKMCTITDA,5KDTI440I,5977,Beauty,card-credit,outlook.it,65,61,1119,IT-200,Lombardia,0
8DBKP8IJ89O,2021-05-25 13:46:02.000000,15FKOY7UOAT,EKDTI444B,5999,Electronics,card-prepaid,icloud.com,45,215.9,826,IT-090,Sardegna,0
41DEKO9M53GC,2021-05-01 06:21:28.000000,52E78EKMCTL49F,0KDTI44BI,5912,Health,card-prepaid,gmail.com,29,60.89,1032,IT-638,Marche,0
54B8KP7A97WI,2021-05-24 19:47:00.000000,31C709KMCTHY4X,AKMAVSXDX,5977,Beauty,card-prepaid,gmail.com,41,51.72,735,IT-000,Lazio,0
55A2KOWGEQTN,2021-05-19 06:09:22.000000,8FKOVDNMUA,3KNHL8XP7,5533,Auto & Moto,card-prepaid,hotmail.com,48,79.84,1412,IT-200,Lombardia,0
2411KOTVEYJE,2021-05-19 12:00:03.000000,200KO9Y08XB,0KLB6FBY3,5691,Shoes & Accessories,card-prepaid,virgilio.it,31,118.5,774,IT-000,Lazio,0
22E0KOVCTB7B,2021-05-20 13:23:31.000000,1D2KOVCTV2N,0KHLS1B2X,5999,Beauty,card-prepaid,libero.it,25,16.9,1566,IT-300,Veneto,0
C116KPYAB541,2021-06-18 15:57:10.000000,F35835KMCTM7BQ,4KDTI445Y,5912,Health,card-credit,yahoo.it,52,28.29,16,IT-001,Lazio,0
F264KO7F7QV0,2021-05-05 17:00:18.000000,F2DEA8KMCTKZIC,FKFSEJEE3,5977,Beauty,card-prepaid,gmail.com,23,101.75,578,IT-630,Marche,0
8416KOL9SXO3,2021-05-13 10:14:13.000000,619964KMCTHA5F,DKLCCRNN0,7395,Other,card-credit,confindustria.it,49,82,477,IT-001,Lazio,0
321BKPTE08HJ,2021-06-15 08:48:30.000000,E192ACKMCTH8TN,4KE8MAWV4,5661,Shoes & Accessories,card-debit,hotmail.it,34,65,1054,IT-920,Sicilia,0
D570KPWJ83KR,2021-06-14 08:34:21.000000,1F7KPV2LT0V,5KN7J41RU,5732,Electronics,card-credit,hotmail.it,25,239.99,1052,IT-801,Campania,0
627AKOORF5U4,2021-05-12 21:50:42.000000,195KOORFSDI,CKG7NPCKT,5977,Beauty,card-credit,alice.it,43,67.9,1813,IT-475,Emilia-Romagna,0
6305KOX85OVQ,2021-05-22 18:15:01.000000,C15678KMCTE8D7,5KHZ389YT,5699,Fashion,card-prepaid,tiscali.it,42,90.36,377,IT-051,Umbria,0
C40KQ0MDWKC,2021-06-17 05:44:36.000000,07F4FKMCT59IA,EKDTI4401,5912,Health,card-credit,libero.it,46,66.47,1233,IT-800,Campania,0
C21AKQ59BXM5,2021-06-23 13:59:47.000000,2B3KQ57J1RT,6KE8INTVQ,5941,Sport,card-credit,gmail.com,44,354.92,560,IT-960,Sicilia,0
C74KO7J8BE0,2021-05-01 20:26:24.000000,E39BBFKMCTMZIF,5KDTI441G,5712,Home & Garden,card-debit,gmail.com,43,38,364,IT-000,Lazio,0
E2DBKPWCC5B7,2021-06-11 09:45:24.000000,D516B4KL9NNSRK,3KHEUP8LA,5499,Home & Garden,card-debit,gmail.com,29,91.97,1236,IT-960,Sicilia,0
841EKPD7T5W2,2021-05-28 20:34:46.000000,91839CKMCTFUCQ,9KLGFP3NT,5691,Shoes & Accessories,card-debit,hotmail.it,25,117,154,IT-720,Puglia,0
7175KQHO0L0Y,2021-06-29 03:54:17.000000,3BA37KMCT62I7,1KDTI448L,5691,Fashion,card-credit,yahoo.it,37,59,276,IT-660,Abruzzo,0
1232KPQWDVUL,2021-06-09 13:48:38.000000,2CBKPQVYSIE,1KEV9BVAD,5941,Sport,card-debit,outlook.it,27,296.99,205,IT-070,Sardegna,0
D2F8KPFIFK7Q,2021-06-01 13:53:09.000000,312E09KMCTDN5M,7KHW7Y4TV,5977,Beauty,card-debit,gmail.com,31,187.45,1003,IT-081,Sardegna,0
F52KP8I0F60,2021-05-27 12:54:27.000000,1FAKP8GZKZW,5KDTI440I,5977,Beauty,card-debit,mail.com,44,146.6,461,IT-001,Lazio,0
A264KPD3ZD59,2021-05-30 19:27:29.000000,928EA1KMCTK51V,FKFSEJEE3,5977,Beauty,card-credit,gmail.com,44,37,1735,IT-830,Campania,0
05E6KP9OCQ1B,2021-06-01 10:51:07.000000,839436KMCTMU83,5KNU87KWQ,5691,Fashion,card-prepaid,icloud.com,29,65.9,1007,IT-410,Emilia-Romagna,0
99FKOJYY6P3,2021-05-14 10:27:48.000000,D58D9BKM1B54BY,AKDTI442N,5691,Fashion,card-prepaid,libero.it,44,156,659,IT-730,Puglia,0
F264KPNU6MQ0,2021-06-05 07:24:10.000000,46CFA8KNUBQS59,FKFSEJEE3,5977,Beauty,card-credit,gmail.com,38,119,115,IT-240,Lombardia,0
719AKOQVD2KF,2021-05-19 08:36:33.000000,32AF6BKMCTKJQZ,DKDTI449M,5977,Beauty,card-credit,gmail.com,28,72.1,1477,IT-400,Emilia-Romagna,0
B232KOOSY71G,2021-05-14 20:39:49.000000,E3B6C9KMCTN7V7,1KEV9BVAD,5941,Sport,card-debit,hotmail.com,31,56.99,566,IT-950,Sicilia,0
240DKPFKU5ZI,2021-06-03 15:20:04.000000,056CB0KLUKJTWE,6KLAPP1RU,5999,Health,card-prepaid,gmail.com,38,134.8,1429,IT-330,Friuli-Venezia Giulia,0
5245KQGXQ3KH,2021-06-25 16:21:09.000000,A52DC9KLFJOB0T,5KFE1ZTQL,5631,Other,card-prepaid,libero.it,48,676.9,764,IT-220,Lombardia,0
ADBKQ8G1OKO,2021-06-21 18:37:32.000000,331KQ8FLFDX,EKDTI444B,5999,Electronics,card-prepaid,gmail.com,55,303.9,162,IT-640,Abruzzo,0
A1DEKO8ASJGQ,2021-05-05 09:11:40.000000,36AC0KMCT4ZVT,0KDTI44BI,5912,Health,card-credit,libero.it,48,47.72,302,IT-591,Toscana,0
3232KPHFHZV5,2021-06-03 23:02:19.000000,3A9KPHFIA3S,1KEV9BVAD,5941,Sport,card-debit,gmail.com,40,200.99,243,IT-001,Lazio,0
E243KOVPVDG2,2021-05-21 16:51:10.000000,421788KMCTIRH4,3KFDSYKRC,5977,Beauty,card-prepaid,gmail.com,68,28.96,1048,IT-610,Marche,0
6264KQI1RSRU,2021-06-30 12:46:38.000000,84A474KKJT5BVG,FKFSEJEE3,5977,Beauty,card-prepaid,libero.it,36,40,125,IT-500,Toscana,0
45CDKPXPYNFF,2021-06-12 04:43:10.000000,C2A11FKMCTKD01,DKNPP8GZP,5912,Health,card-prepaid,icloud.com,53,81.4,259,IT-100,Piemonte,0
F4E3KQ4E3LPK,2021-06-21 00:28:21.000000,210KONE1OGM,1KMKF4916,5621,Fashion,card-debit,gmail.com,28,68.9,1017,IT-800,Campania,0
C578KPIO9FB8,2021-06-07 18:51:49.000000,24A2AAKKJI44ZI,2KN8ZLD7J,5945,Other,card-prepaid,gmail.com,30,154.9,1093,IT-900,Sicilia,0
DDBKPNY9Q6C,2021-06-11 13:31:29.000000,F9KOWVD7W4,EKDTI444B,5999,Electronics,card-prepaid,gmail.com,20,294,631,IT-460,Lombardia,0
C232KOA7SMEW,2021-05-03 14:18:50.000000,555BB5KLQQXBEF,1KEV9BVAD,5941,Sport,card-credit,gmail.com,42,477.99,1397,IT-980,Sicilia,0
E320KOUIDQKP,2021-05-15 17:52:36.000000,039098KMCTMTID,DKIHHB1TK,5661,Fashion,card-prepaid,gmail.com,20,48,228,IT-800,Campania,0
8264KPICYMCE,2021-06-06 15:58:45.000000,E272CCKMCTJW18,FKFSEJEE3,5977,Beauty,card-credit,libero.it,63,176,1062,IT-190,Liguria,0
E264KPUYDM1V,2021-06-15 11:13:40.000000,118KO8JQAP1,FKFSEJEE3,5977,Beauty,card-debit,gmail.com,28,123.2,840,IT-800,Campania,0
912EKQDLOI2P,2021-06-23 12:45:05.000000,1BCKQDLPG6D,DKDTI446M,5631,Shoes & Accessories,card-debit,alice.it,57,137.9,1163,IT-400,Emilia-Romagna,0
A278KPPJZWZH,2021-06-07 12:36:33.000000,71EB9FKMCTIBNK,AKG6O2E4C,5691,Shoes & Accessories,card-prepaid,yahoo.com,43,96.55,814,IT-000,Lazio,0
B264KOGYJPPZ,2021-05-09 07:43:53.000000,220E1BKMCTILDZ,FKFSEJEE3,5977,Beauty,card-prepaid,gmail.com,31,82,753,IT-001,Lazio,0
C232KO5QLW5D,2021-04-29 11:27:03.000000,B406E4KMCTO26I,1KEV9BVAD,5941,Sport,card-debit,gmail.com,52,124.98,518,IT-200,Lombardia,0
DD9KOMVUEBK,2021-05-14 15:06:30.000000,AECB2KMCTCSE2,FKDTI4449,5944,Jewelry & Watches,card-credit,libero.it,43,30,111,IT-410,Emilia-Romagna,0
35A3KOH38GS6,2021-05-06 13:33:33.000000,D29CE8KMCTKC63,DKNHM5T5X,5621,Fashion,card-debit,gmail.com,44,227.3,661,IT-360,Veneto,0
F1DEKP5J8E1C,2021-05-27 16:05:03.000000,C5BD94KMBSITZ8,0KDTI44BI,5912,Health,card-prepaid,gmail.com,33,69.78,1528,IT-890,Calabria,0
333CKQ7XQVFS,2021-06-25 09:57:04.000000,C2A7C1KMCTKEB7,FKIRB0BJ3,5977,Sport,card-credit,yahoo.it,32,207.1,1167,IT-200,Lombardia,0
911DKO9TWG76,2021-05-06 10:10:56.000000,39FKO9TWZ8K,3KDTI4465,5699,Auto & Moto,card-credit,gmail.com,38,216.6,850,IT-560,Toscana,0
B243KO7IEU1M,2021-04-30 18:13:30.000000,F6FA1KMCT50UI,3KFDSYKRC,5977,Beauty,card-debit,alice.it,37,21.39,974,IT-880,Calabria,0
520FKPOMBX6G,2021-06-10 01:06:58.000000,A2FB1EKMCTLBPK,7KDTI44CV,5641,Mom & Baby,card-debit,hotmail.it,32,40,541,IT-920,Sicilia,0
D264KQB1WHRB,2021-06-24 12:34:14.000000,1D8KQB1X04K,FKFSEJEE3,5977,Beauty,card-prepaid,gmail.com,24,124,464,IT-210,Lombardia,0
D232KPBQ7XHR,2021-05-29 20:39:56.000000,22AKOQZXSOM,1KEV9BVAD,5941,Sport,card-credit,gmail.com,59,61.98,247,IT-091,Sardegna,0
DFCKQHODHQT,2021-06-30 07:20:27.000000,AE2BBKMCT6N3C,0KDTI4458,5691,Fashion,card-credit,gmail.com,43,92,855,IT-120,Piemonte,0
52FEKPZN1DXO,2021-06-16 14:26:45.000000,BAKPZMGNG0,0KHXO1BEI,5691,Fashion,card-prepaid,hotmail.it,33,81.5,807,IT-001,Lazio,0
E305KP175D2Y,2021-05-21 15:30:42.000000,6344ECKMCTM05I,5KHZ389YT,5699,Fashion,card-prepaid,gmail.com,35,54.5,223,IT-031,Lazio,0
A9FKP70YJDN,2021-05-25 17:54:05.000000,1BEKOJZ0P3N,AKDTI442N,5691,Fashion,card-prepaid,alice.it,56,80.9,35,IT-670,Abruzzo,0
321BKOV6EHGG,2021-05-22 09:11:06.000000,B1E9C7KMCTIBAG,4KE8MAWV4,5661,Shoes & Accessories,card-prepaid,libero.it,32,153.95,439,IT-720,Puglia,0
F40AKP9W19MS,2021-06-01 14:57:05.000000,B2B985KMCTKLQT,8KL9O9YLA,5912,Health,card-credit,gmail.com,54,165.5,1221,IT-401,Emilia-Romagna,0
3165KQGBD3K6,2021-06-27 06:47:43.000000,8FEDDKMCTD22B,0KDTI4485,5995,Other,card-debit,hotmail.it,35,67.72,1161,IT-511,Toscana,0
D1D0KPMYPEBH,2021-06-09 21:02:41.000000,11BKPMYQJW8,1KDTI44B4,5912,Health,card-debit,yahoo.com,37,73.58,177,IT-209,Lombardia,0
E38KO5XTJJV,2021-05-02 16:24:57.000000,227C10KMCTJXV2,2KDTI43ZT,5691,Fashion,card-credit,gmail.com,38,100.89,518,IT-350,Veneto,0
7232KOSPLV8M,2021-05-14 14:15:28.000000,463DA3KN1GSIRJ,1KEV9BVAD,5941,Sport,card-credit,gmail.com,39,640.99,1019,IT-730,Puglia,0
CE1KQFSBLLN,2021-07-01 00:50:41.000000,14AKQ894F4A,4KDTI444H,5691,Fashion,card-debit,gmail.com,18,56.9,612,IT-800,Campania,0
3250KOLEMUUQ,2021-05-14 10:04:46.000000,4631BKMCT4YDG,AKFI6IX5R,5977,Beauty,card-prepaid,live.it,22,186.99,415,IT-001,Lazio,0
84A2KO9U0Q12,2021-05-04 08:52:48.000000,274KO9U1CSE,BKM3N8DWS,5499,Health,card-credit,gmail.com,39,147.5,727,IT-201,Lombardia,0
4FCKODCTSBU,2021-05-07 19:09:12.000000,B342D7KMCTLZQP,0KDTI4458,5691,Fashion,card-prepaid,yahoo.it,38,71.5,878,IT-370,Veneto,0
71DEKQ57AWQK,2021-06-21 13:41:01.000000,152BBDKLF70RQ5,0KDTI44BI,5912,Health,card-credit,gmail.com,49,45.46,1381,IT-208,Lombardia,0
24A2KOCOV6UP,2021-05-08 11:47:47.000000,3A8KOCOVKNU,BKM3N8DWS,5499,Health,card-credit,tiscali.it,35,171.5,1305,IT-200,Lombardia,0
B4ECKQ86FLU5,2021-06-22 12:31:05.000000,2328FAKMCTLRS8,9KMMBSLGF,5977,Beauty,card-prepaid,alice.it,44,76,1685,IT-890,Calabria,0
321BKOLEATHV,2021-05-15 09:15:44.000000,121CD6KMCTISIU,4KE8MAWV4,5661,Shoes & Accessories,card-prepaid,gmail.com,35,117.98,995,IT-090,Sardegna,0
E320KQE5TT0K,2021-06-24 18:47:05.000000,A21500KMCTIQZ4,DKIHHB1TK,5661,Fashion,card-prepaid,gmail.com,24,220.3,919,IT-501,Toscana,0
B232KOSK8PO1,2021-05-15 09:46:48.000000,2B7KOSK8YBU,1KEV9BVAD,5941,Sport,card-credit,gmail.com,37,203.99,349,IT-460,Lombardia,0
0266KO8KGJ3V,2021-05-05 13:46:31.000000,A1AC7AKMCTHK9T,5KFWD2GLU,5977,Beauty,card-debit,gmail.com,38,79.4,1004,IT-800,Campania,0
0305KQ9YWFLS,2021-06-23 23:23:33.000000,D54213KLKS1DXH,5KHZ389YT,5699,Fashion,card-debit,gmail.com,39,55.95,404,IT-001,Lazio,0
8264KPNNZPRV,2021-06-11 05:27:41.000000,71486EKMCTDXXF,FKFSEJEE3,5977,Beauty,card-prepaid,gmail.com,52,82.5,1242,IT-041,Lazio,0
E3D6KOOMN341,2021-05-12 15:13:52.000000,B25286KMCTJGHJ,6KKY3Z6FY,5691,Home & Garden,card-debit,libero.it,39,77,352,IT-931,Sicilia,0
B12FKOBAGWS4,2021-05-07 12:06:27.000000,D202A2KMCTIJ4E,FKDTI446N,5691,Fashion,card-credit,gmail.com,41,305,1002,IT-841,Campania,0
340KPX3OA6I,2021-06-15 19:23:08.000000,A36A87KMCTMEPA,EKDTI4401,5912,Health,card-prepaid,virgilio.it,46,92.7,656,IT-000,Lazio,0
2438KPZQPW2E,2021-06-17 19:47:01.000000,D5A97AKM7O309X,FKLJNZY6H,5691,Fashion,card-credit,alice.it,51,262.52,654,IT-210,Lombardia,0
436AKPO4UXBN,2021-06-06 13:45:53.000000,1A8KPO4VAZI,6KJSSXOQE,5691,Fashion,card-credit,gmail.com,26,392,207,IT-238,Lombardia,0
1368KQB4YS97,2021-06-22 16:53:28.000000,115702KMCTE8H1,6KJSGVKAN,5631,Fashion,card-credit,alice.it,64,63.8,921,IT-150,Piemonte,0
7544KP2QZY4J,2021-05-22 14:11:41.000000,191KP2Q2HAV,1KN05HDVX,5732,Electronics,card-credit,gmail.com,42,243.66,1012,IT-971,Sicilia,0
9DBKPPM9H68,2021-06-09 15:51:39.000000,2C9KP9N2P4N,EKDTI444B,5999,Electronics,card-prepaid,gmail.com,45,364.9,1818,IT-270,Lombardia,0
2526KOUFM7NU,2021-05-15 19:37:17.000000,B45A80KMCTP12L,3KMX7BZ4U,5941,Other,card-credit,hotmail.it,35,175.7,744,IT-280,Piemonte,0
421BKQGPE752,2021-06-29 11:20:23.000000,D46FE3KMCTP8LF,4KE8MAWV4,5661,Shoes & Accessories,card-debit,msn.com,31,42.15,430,IT-475,Emilia-Romagna,0
